Carol Tom HOME DEPOT INC,Carol Tom,HOME DEPOT INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jerald Dittmer HNI CORP,Jerald Dittmer,HNI CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kurt Tjaden HNI CORP,Kurt Tjaden,HNI CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Shea HOOPER HOLMES INC,Michael Shea,HOOPER HOLMES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Collins HOOPER HOLMES INC,Thomas Collins,HOOPER HOLMES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steven Balthazor HOOPER HOLMES INC,Steven Balthazor,HOOPER HOLMES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jody Feragen HORMEL FOODS CORP,Jody Feragen,HORMEL FOODS CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vasant Prabhu STARWOOD HOTELS&RESORTS WRLD,Vasant Prabhu,STARWOOD HOTELS&RESORTS WRLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alan Schnaid STARWOOD HOTELS&RESORTS WRLD,Alan Schnaid,STARWOOD HOTELS&RESORTS WRLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Mangas STARWOOD HOTELS&RESORTS WRLD,Thomas Mangas,STARWOOD HOTELS&RESORTS WRLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beverley Sibblies HSBC FINANCE CORP,Beverley Sibblies,HSBC FINANCE CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edgar Ancona HSBC FINANCE CORP,Edgar Ancona,HSBC FINANCE CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Reeves HSBC FINANCE CORP,Michael Reeves,HSBC FINANCE CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gary Whitlock CENTERPOINT ENERGY INC,Gary Whitlock,CENTERPOINT ENERGY INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William Rogers CENTERPOINT ENERGY INC,William Rogers,CENTERPOINT ENERGY INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Sorsby HOVNANIAN ENTRPRS INC  -CL A,J. Sorsby,HOVNANIAN ENTRPRS INC  -CL A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Moore URSTADT BIDDLE PROPERTIES,James Moore,URSTADT BIDDLE PROPERTIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Hayes URSTADT BIDDLE PROPERTIES,John Hayes,URSTADT BIDDLE PROPERTIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Nord HUBBELL INC,David Nord,HUBBELL INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William Sperry HUBBELL INC,William Sperry,HUBBELL INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jerry Walton HUNT (JB) TRANSPRT SVCS INC,Jerry Walton,HUNT (JB) TRANSPRT SVCS INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Mee HUNT (JB) TRANSPRT SVCS INC,David Mee,HUNT (JB) TRANSPRT SVCS INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donald Kimble HUNTINGTON BANCSHARES,Donald Kimble,HUNTINGTON BANCSHARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Anderson HUNTINGTON BANCSHARES,David Anderson,HUNTINGTON BANCSHARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Howell McCullough HUNTINGTON BANCSHARES,Howell McCullough,HUNTINGTON BANCSHARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Ingleman HUTCHINSON TECHNOLOGY INC,John Ingleman,HUTCHINSON TECHNOLOGY INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Radloff HUTCHINSON TECHNOLOGY INC,David Radloff,HUTCHINSON TECHNOLOGY INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexander Ware PEPSIAMERICAS INC,Alexander Ware,PEPSIAMERICAS INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George Minnich ITT INC,George Minnich,ITT INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denise Ramos ITT INC,Denise Ramos,ITT INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Scalera ITT INC,Thomas Scalera,ITT INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carl Kraus RAYONIER INC,Carl Kraus,RAYONIER INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hans Vanden RAYONIER INC,Hans Vanden,RAYONIER INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H. Kiker RAYONIER INC,H. Kiker,RAYONIER INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark McHugh RAYONIER INC,Mark McHugh,RAYONIER INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darrel Anderson IDACORP INC,Darrel Anderson,IDACORP INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steven Keen IDACORP INC,Steven Keen,IDACORP INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ronald Kropp ILLINOIS TOOL WORKS,Ronald Kropp,ILLINOIS TOOL WORKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Larsen ILLINOIS TOOL WORKS,Michael Larsen,ILLINOIS TOOL WORKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jerome Benkert VECTREN CORP,Jerome Benkert,VECTREN CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M. Hardwick VECTREN CORP,M. Hardwick,VECTREN CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timothy McLevish INGERSOLL-RAND PLC,Timothy McLevish,INGERSOLL-RAND PLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Gelly INGERSOLL-RAND PLC,James Gelly,INGERSOLL-RAND PLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steven Shawley INGERSOLL-RAND PLC,Steven Shawley,INGERSOLL-RAND PLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Susan Carter INGERSOLL-RAND PLC,Susan Carter,INGERSOLL-RAND PLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jay Gratz RYERSON HOLDING CORP,Jay Gratz,RYERSON HOLDING CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terence Rogers RYERSON HOLDING CORP,Terence Rogers,RYERSON HOLDING CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edward Lehner RYERSON HOLDING CORP,Edward Lehner,RYERSON HOLDING CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erich Schnaufer RYERSON HOLDING CORP,Erich Schnaufer,RYERSON HOLDING CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douglas Keller INNOVEX INC,Douglas Keller,INNOVEX INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Randy Acres INNOVEX INC,Randy Acres,INNOVEX INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Vossman AEGION CORP,Thomas Vossman,AEGION CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Martin AEGION CORP,David Martin,AEGION CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Greenwell TERRA INDUSTRIES INC,Daniel Greenwell,TERRA INDUSTRIES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric Edelstein GRIFFON CORP,Eric Edelstein,GRIFFON CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick Alesia GRIFFON CORP,Patrick Alesia,GRIFFON CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douglas Wetmore GRIFFON CORP,Douglas Wetmore,GRIFFON CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian Harris GRIFFON CORP,Brian Harris,GRIFFON CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clyde Hosein INTEGRATED DEVICE TECH INC,Clyde Hosein,INTEGRATED DEVICE TECH INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard Crowley INTEGRATED DEVICE TECH INC,Richard Crowley,INTEGRATED DEVICE TECH INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian White INTEGRATED DEVICE TECH INC,Brian White,INTEGRATED DEVICE TECH INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andy Bryant INTEL CORP,Andy Bryant,INTEL CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stacy Smith INTEL CORP,Stacy Smith,INTEL CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kurt Kneip INTER-TEL INC  -SER A,Kurt Kneip,INTER-TEL INC  -SER A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard Isaak FURNITURE BRANDS INTL INC,Richard Isaak,FURNITURE BRANDS INTL INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steven Rolls FURNITURE BRANDS INTL INC,Steven Rolls,FURNITURE BRANDS INTL INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vance Johnston FURNITURE BRANDS INTL INC,Vance Johnston,FURNITURE BRANDS INTL INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick Lynch INTERFACE INC,Patrick Lynch,INTERFACE INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark  INTL BUSINESS MACHINES CORP,Mark ,INTL BUSINESS MACHINES CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin Schroeter INTL BUSINESS MACHINES CORP,Martin Schroeter,INTL BUSINESS MACHINES CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard O'Leary INTL FLAVORS & FRAGRANCES,Richard O'Leary,INTL FLAVORS & FRAGRANCES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Berryman INTL FLAVORS & FRAGRANCES,Kevin Berryman,INTL FLAVORS & FRAGRANCES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alison Cornell INTL FLAVORS & FRAGRANCES,Alison Cornell,INTL FLAVORS & FRAGRANCES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bill Caton NAVISTAR INTERNATIONAL CORP,Bill Caton,NAVISTAR INTERNATIONAL CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terry Endsley NAVISTAR INTERNATIONAL CORP,Terry Endsley,NAVISTAR INTERNATIONAL CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrew Cederoth NAVISTAR INTERNATIONAL CORP,Andrew Cederoth,NAVISTAR INTERNATIONAL CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walter Borst NAVISTAR INTERNATIONAL CORP,Walter Borst,NAVISTAR INTERNATIONAL CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Siciliano INTL GAME TECHNOLOGY,Daniel Siciliano,INTL GAME TECHNOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick Cavanaugh INTL GAME TECHNOLOGY,Patrick Cavanaugh,INTL GAME TECHNOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Vandemore INTL GAME TECHNOLOGY,John Vandemore,INTL GAME TECHNOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard Fagan INTERDIGITAL INC,Richard Fagan,INTERDIGITAL INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott McQuilkin INTERDIGITAL INC,Scott McQuilkin,INTERDIGITAL INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard Brezski INTERDIGITAL INC,Richard Brezski,INTERDIGITAL INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marianne Parrs INTL PAPER CO,Marianne Parrs,INTL PAPER CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timothy Nicholls INTL PAPER CO,Timothy Nicholls,INTL PAPER CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carol Roberts INTL PAPER CO,Carol Roberts,INTL PAPER CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linda Pahl INTL RECTIFIER CORP,Linda Pahl,INTL RECTIFIER CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peter Knepper INTL RECTIFIER CORP,Peter Knepper,INTL RECTIFIER CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ilan  INTL RECTIFIER CORP,Ilan ,INTL RECTIFIER CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Susan Schandel INTL SPEEDWAY CORP  -CL A,Susan Schandel,INTL SPEEDWAY CORP  -CL A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Houser INTL SPEEDWAY CORP  -CL A,Daniel Houser,INTL SPEEDWAY CORP  -CL A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Nguyen INTL LOTTERY & TOTALIZATOR,T. Nguyen,INTL LOTTERY & TOTALIZATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeffrey Johnson INTL LOTTERY & TOTALIZATOR,Jeffrey Johnson,INTL LOTTERY & TOTALIZATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Mergenthaler INTERPUBLIC GROUP OF COS,Frank Mergenthaler,INTERPUBLIC GROUP OF COS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ronald Hutchison INTERSTATE BAKERIES CORP,Ronald Hutchison,INTERSTATE BAKERIES CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gary Wandschneider INTERSTATE BAKERIES CORP,Gary Wandschneider,INTERSTATE BAKERIES CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Craig Holmes INTERVOICE INC,Craig Holmes,INTERVOICE INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Milton INTERVOICE INC,James Milton,INTERVOICE INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gregory Thompson INVACARE CORP,Gregory Thompson,INVACARE CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Gudbranson INVACARE CORP,Robert Gudbranson,INVACARE CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preston Romm IOMEGA CORP,Preston Romm,IOMEGA CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirk Michael IPALCO ENTERPRISES INC,Kirk Michael,IPALCO ENTERPRISES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenneth Zagzebski IPALCO ENTERPRISES INC,Kenneth Zagzebski,IPALCO ENTERPRISES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dennis Letham ANIXTER INTL INC,Dennis Letham,ANIXTER INTL INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theodore Dosch ANIXTER INTL INC,Theodore Dosch,ANIXTER INTL INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Prosser JACOBS ENGINEERING GROUP INC,John Prosser,JACOBS ENGINEERING GROUP INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Pompa EMCOR GROUP INC,Mark Pompa,EMCOR GROUP INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joseph Schenk JEFFERIES GROUP LLC,Joseph Schenk,JEFFERIES GROUP LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peregrine Broadbent JEFFERIES GROUP LLC,Peregrine Broadbent,JEFFERIES GROUP LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles Hinrichs SMURFIT-STONE CONTAINER CORP,Charles Hinrichs,SMURFIT-STONE CONTAINER CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Murphy SMURFIT-STONE CONTAINER CORP,John Murphy,SMURFIT-STONE CONTAINER CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Darretta JOHNSON & JOHNSON,Robert Darretta,JOHNSON & JOHNSON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominic Caruso JOHNSON & JOHNSON,Dominic Caruso,JOHNSON & JOHNSON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R. McDonald JOHNSON CONTROLS INTL PLC,R. McDonald,JOHNSON CONTROLS INTL PLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian Stief JOHNSON CONTROLS INTL PLC,Brian Stief,JOHNSON CONTROLS INTL PLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeffrey Hall KLA-TENCOR CORP,Jeffrey Hall,KLA-TENCOR CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Dentinger KLA-TENCOR CORP,Mark Dentinger,KLA-TENCOR CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bren Higgins KLA-TENCOR CORP,Bren Higgins,KLA-TENCOR CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William Crowley SEARS HOLDINGS CORP,William Crowley,SEARS HOLDINGS CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Reidy SEARS HOLDINGS CORP,J. Reidy,SEARS HOLDINGS CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Collins SEARS HOLDINGS CORP,Michael Collins,SEARS HOLDINGS CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Schriesheim SEARS HOLDINGS CORP,Robert Schriesheim,SEARS HOLDINGS CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kimberly Dang KINDER MORGAN INC,Kimberly Dang,KINDER MORGAN INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Garneau KAMAN CORP,Robert Garneau,KAMAN CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Starr KAMAN CORP,Robert Starr,KAMAN CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terry Bassham GREAT PLAINS ENERGY INC,Terry Bassham,GREAT PLAINS ENERGY INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Shay GREAT PLAINS ENERGY INC,James Shay,GREAT PLAINS ENERGY INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Bryant GREAT PLAINS ENERGY INC,Kevin Bryant,GREAT PLAINS ENERGY INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick Ottensmeyer KANSAS CITY SOUTHERN,Patrick Ottensmeyer,KANSAS CITY SOUTHERN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Upchurch KANSAS CITY SOUTHERN,Michael Upchurch,KANSAS CITY SOUTHERN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Ruelle WESTAR ENERGY INC,Mark Ruelle,WESTAR ENERGY INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Somma WESTAR ENERGY INC,Anthony Somma,WESTAR ENERGY INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theodore Abajian CKE RESTAURANTS INC,Theodore Abajian,CKE RESTAURANTS INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George Juetten WASHINGTON GROUP INTL INC,George Juetten,WASHINGTON GROUP INTL INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenneth Crawford KAYDON CORP,Kenneth Crawford,KAYDON CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peter DeChants KAYDON CORP,Peter DeChants,KAYDON CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timothy Heasley KAYDON CORP,Timothy Heasley,KAYDON CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Plush KEITHLEY INSTRUMENTS INC,Mark Plush,KEITHLEY INSTRUMENTS INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeffrey Boromisa KELLOGG CO,Jeffrey Boromisa,KELLOGG CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Bryant KELLOGG CO,John Bryant,KELLOGG CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ronald Dissinger KELLOGG CO,Ronald Dissinger,KELLOGG CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W. Capps KELLWOOD CO,W. Capps,KELLWOOD CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William Gerber KELLY SERVICES INC  -CL A,William Gerber,KELLY SERVICES INC  -CL A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olivier Thirot KELLY SERVICES INC  -CL A,Olivier Thirot,KELLY SERVICES INC  -CL A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Simpkins KENNAMETAL INC,Frank Simpkins,KENNAMETAL INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johannes Maria KENNAMETAL INC,Johannes Maria,KENNAMETAL INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Buthman KIMBERLY-CLARK CORP,Mark Buthman,KIMBERLY-CLARK CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maria Henry KIMBERLY-CLARK CORP,Maria Henry,KIMBERLY-CLARK CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norman Nolen KIRBY CORP,Norman Nolen,KIRBY CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Grzebinski KIRBY CORP,David Grzebinski,KIRBY CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. Smith KIRBY CORP,C. Smith,KIRBY CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Schlotman KROGER CO,J. Schlotman,KROGER CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maurice Carson KULICKE & SOFFA INDUSTRIES,Maurice Carson,KULICKE & SOFFA INDUSTRIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Morris KULICKE & SOFFA INDUSTRIES,Michael Morris,KULICKE & SOFFA INDUSTRIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonathan Chou KULICKE & SOFFA INDUSTRIES,Jonathan Chou,KULICKE & SOFFA INDUSTRIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tony Shelby LSB INDUSTRIES INC,Tony Shelby,LSB INDUSTRIES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack Golsen LSB INDUSTRIES INC,Jack Golsen,LSB INDUSTRIES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Behrman LSB INDUSTRIES INC,Mark Behrman,LSB INDUSTRIES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryon  LSI CORP,Bryon ,LSI CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Gallenberger XCERRA CORP,Mark Gallenberger,XCERRA CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louis Riccio LA-Z-BOY INC,Louis Riccio,LA-Z-BOY INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barry Cooper SPIRE INC,Barry Cooper,SPIRE INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Waltermire SPIRE INC,Mark Waltermire,SPIRE INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steven Rasche SPIRE INC,Steven Rasche,SPIRE INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin Anstice LAM RESEARCH CORP,Martin Anstice,LAM RESEARCH CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ernest Maddock LAM RESEARCH CORP,Ernest Maddock,LAM RESEARCH CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douglas Bettinger LAM RESEARCH CORP,Douglas Bettinger,LAM RESEARCH CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Boylan LANCASTER COLONY CORP,John Boylan,LANCASTER COLONY CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douglas Fell LANCASTER COLONY CORP,Douglas Fell,LANCASTER COLONY CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ricky Puckett SNYDERS-LANCE INC,Ricky Puckett,SNYDERS-LANCE INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F. Blanchard LAWSON PRODUCTS,F. Blanchard,LAWSON PRODUCTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ronald Knutson LAWSON PRODUCTS,Ronald Knutson,LAWSON PRODUCTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carl Schmidt LEE ENTERPRISES INC,Carl Schmidt,LEE ENTERPRISES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ronald Mayo LEE ENTERPRISES INC,Ronald Mayo,LEE ENTERPRISES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matthew Flanigan LEGGETT & PLATT INC,Matthew Flanigan,LEGGETT & PLATT INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles Daley LEGG MASON INC,Charles Daley,LEGG MASON INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrence Murphy LEGG MASON INC,Terrence Murphy,LEGG MASON INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peter Nachtwey LEGG MASON INC,Peter Nachtwey,LEGG MASON INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bruce Foster 4LICENSING CORP,Bruce Foster,4LICENSING CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bruce Gross LENNAR CORP,Bruce Gross,LENNAR CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joseph Orlando LEUCADIA NATIONAL CORP,Joseph Orlando,LEUCADIA NATIONAL CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teresa Gendron LEUCADIA NATIONAL CORP,Teresa Gendron,LEUCADIA NATIONAL CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Derica Rice LILLY (ELI) & CO,Derica Rice,LILLY (ELI) & CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martyn Redgrave L BRANDS INC,Martyn Redgrave,L BRANDS INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stuart Burgdoerfer L BRANDS INC,Stuart Burgdoerfer,L BRANDS INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vincent Petrella LINCOLN ELECTRIC HLDGS INC,Vincent Petrella,LINCOLN ELECTRIC HLDGS INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
