Michael Newman OFFICE DEPOT INC,Michael Newman,OFFICE DEPOT INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard Arnold PHOENIX TECHNOLOGIES LTD,Richard Arnold,PHOENIX TECHNOLOGIES LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephen Solcher BMC SOFTWARE INC,Stephen Solcher,BMC SOFTWARE INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larry Seay MERITAGE HOMES CORP,Larry Seay,MERITAGE HOMES CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hilla Sferruzza MERITAGE HOMES CORP,Hilla Sferruzza,MERITAGE HOMES CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Messey ARCH COAL INC,Robert Messey,ARCH COAL INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Drexler ARCH COAL INC,John Drexler,ARCH COAL INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blaine Robinson CONCORD CAMERA CORP,Blaine Robinson,CONCORD CAMERA CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles Snyder PRESIDENTIAL LIFE CORP,Charles Snyder,PRESIDENTIAL LIFE CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Pheffer PRESIDENTIAL LIFE CORP,Paul Pheffer,PRESIDENTIAL LIFE CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eugene Ballard BERKLEY (W R) CORP,Eugene Ballard,BERKLEY (W R) CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard Baio BERKLEY (W R) CORP,Richard Baio,BERKLEY (W R) CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenneth Stecher CINCINNATI FINANCIAL CORP,Kenneth Stecher,CINCINNATI FINANCIAL CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steven Johnston CINCINNATI FINANCIAL CORP,Steven Johnston,CINCINNATI FINANCIAL CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Sewell CINCINNATI FINANCIAL CORP,Michael Sewell,CINCINNATI FINANCIAL CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Winner OHIO CASUALTY CORP,Michael Winner,OHIO CASUALTY CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karl Mueller OLD REPUBLIC INTL CORP,Karl Mueller,OLD REPUBLIC INTL CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jon Peterson MERISEL INC,Jon Peterson,MERISEL INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Sheehan MERISEL INC,John Sheehan,MERISEL INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Cisario MERISEL INC,Victor Cisario,MERISEL INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damon Gregoire 3D SYSTEMS CORP,Damon Gregoire,3D SYSTEMS CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Styka 3D SYSTEMS CORP,David Styka,3D SYSTEMS CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian Voegele PRIDE INTERNATIONAL INC,Brian Voegele,PRIDE INTERNATIONAL INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodney Eads PRIDE INTERNATIONAL INC,Rodney Eads,PRIDE INTERNATIONAL INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diane Barrett NOVEN PHARMACEUTICALS INC,Diane Barrett,NOVEN PHARMACEUTICALS INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Price NOVEN PHARMACEUTICALS INC,Michael Price,NOVEN PHARMACEUTICALS INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danny Heatly DEVON ENERGY CORP,Danny Heatly,DEVON ENERGY CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeffrey Agosta DEVON ENERGY CORP,Jeffrey Agosta,DEVON ENERGY CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Downing LINDSAY CORP,David Downing,LINDSAY CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timothy Paymal LINDSAY CORP,Timothy Paymal,LINDSAY CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Raabe LINDSAY CORP,James Raabe,LINDSAY CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William Hayes LABORATORY CP OF AMER HLDGS,William Hayes,LABORATORY CP OF AMER HLDGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christopher Morris CEC ENTERTAINMENT INC,Christopher Morris,CEC ENTERTAINMENT INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiffany Kice CEC ENTERTAINMENT INC,Tiffany Kice,CEC ENTERTAINMENT INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Temple Weiss CEC ENTERTAINMENT INC,Temple Weiss,CEC ENTERTAINMENT INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles Slacik BECKMAN COULTER INC,Charles Slacik,BECKMAN COULTER INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. DeNicola LYONDELL CHEMICAL CO,T. DeNicola,LYONDELL CHEMICAL CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard Smith RAMCO-GERSHENSON PROPERTIES,Richard Smith,RAMCO-GERSHENSON PROPERTIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gregory Andrews RAMCO-GERSHENSON PROPERTIES,Gregory Andrews,RAMCO-GERSHENSON PROPERTIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoffrey Bedrosian RAMCO-GERSHENSON PROPERTIES,Geoffrey Bedrosian,RAMCO-GERSHENSON PROPERTIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catherine Rice ISTAR INC,Catherine Rice,ISTAR INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Burns ISTAR INC,James Burns,ISTAR INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Distaso ISTAR INC,David Distaso,ISTAR INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoffrey Jervis ISTAR INC,Geoffrey Jervis,ISTAR INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lori Gwizdala CHEMICAL FINANCIAL CORP,Lori Gwizdala,CHEMICAL FINANCIAL CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Piszel FEDERAL HOME LOAN MORTG CORP,Anthony Piszel,FEDERAL HOME LOAN MORTG CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James MacKey FEDERAL HOME LOAN MORTG CORP,James MacKey,FEDERAL HOME LOAN MORTG CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Ciskowski VALERO ENERGY CORP,Michael Ciskowski,VALERO ENERGY CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heath Mitts IDEX CORP,Heath Mitts,IDEX CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenn Heiar ARMOR HOLDINGS INC,Glenn Heiar,ARMOR HOLDINGS INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steven Tholen HARVEST NATURAL RESOURCES,Steven Tholen,HARVEST NATURAL RESOURCES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephen Haynes HARVEST NATURAL RESOURCES,Stephen Haynes,HARVEST NATURAL RESOURCES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick Walsh EMMIS COMMUNICATIONS CP-CL A,Patrick Walsh,EMMIS COMMUNICATIONS CP-CL A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kent McKee MUELLER INDUSTRIES,Kent McKee,MUELLER INDUSTRIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeffrey Martin MUELLER INDUSTRIES,Jeffrey Martin,MUELLER INDUSTRIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neil Brown TCF FINANCIAL CORP,Neil Brown,TCF FINANCIAL CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Jasper TCF FINANCIAL CORP,Thomas Jasper,TCF FINANCIAL CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Jones TCF FINANCIAL CORP,Michael Jones,TCF FINANCIAL CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian Maass TCF FINANCIAL CORP,Brian Maass,TCF FINANCIAL CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gregory Melsen BIO-TECHNE CORP,Gregory Melsen,BIO-TECHNE CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Hippel BIO-TECHNE CORP,James Hippel,BIO-TECHNE CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cory Walker BROWN & BROWN INC,Cory Walker,BROWN & BROWN INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R. Watts BROWN & BROWN INC,R. Watts,BROWN & BROWN INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin O'Leary TREDEGAR CORP,Kevin O'Leary,TREDEGAR CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walker Boyd SIGNET JEWELERS LTD,Walker Boyd,SIGNET JEWELERS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ronald Ristau SIGNET JEWELERS LTD,Ronald Ristau,SIGNET JEWELERS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michele Santana SIGNET JEWELERS LTD,Michele Santana,SIGNET JEWELERS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Mahoney STAPLES INC,John Mahoney,STAPLES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christine Komola STAPLES INC,Christine Komola,STAPLES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeffrey Edwards ALLERGAN INC,Jeffrey Edwards,ALLERGAN INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Lambert PLUM CREEK TIMBER CO INC,David Lambert,PLUM CREEK TIMBER CO INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott Taylor SYMANTEC CORP,Scott Taylor,SYMANTEC CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William Chase ABBVIE INC,William Chase,ABBVIE INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kimberly Sheehy CYRUSONE INC,Kimberly Sheehy,CYRUSONE INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard Morin COGNEX CORP,Richard Morin,COGNEX CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Maciel WASHINGTON MUTUAL INC,John Maciel,WASHINGTON MUTUAL INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philip Sherringham PEOPLE'S UNITED FINL INC,Philip Sherringham,PEOPLE'S UNITED FINL INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Burner PEOPLE'S UNITED FINL INC,Paul Burner,PEOPLE'S UNITED FINL INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirk Walters PEOPLE'S UNITED FINL INC,Kirk Walters,PEOPLE'S UNITED FINL INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R. Rosato PEOPLE'S UNITED FINL INC,R. Rosato,PEOPLE'S UNITED FINL INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Mellett ENANTA PHARMACEUTICALS INC,Paul Mellett,ENANTA PHARMACEUTICALS INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thurman Case CIRRUS LOGIC INC,Thurman Case,CIRRUS LOGIC INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seamus Hennessy RUCKUS WIRELESS INC,Seamus Hennessy,RUCKUS WIRELESS INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard Current NEOGEN CORP,Richard Current,NEOGEN CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steven Quinlan NEOGEN CORP,Steven Quinlan,NEOGEN CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George McHenry HANGER INC,George McHenry,HANGER INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Vandenberghe LEAR CORP,James Vandenberghe,LEAR CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matthew Simoncini LEAR CORP,Matthew Simoncini,LEAR CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeffrey Vanneste LEAR CORP,Jeffrey Vanneste,LEAR CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edmund Segner EOG RESOURCES INC,Edmund Segner,EOG RESOURCES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timothy Driggers EOG RESOURCES INC,Timothy Driggers,EOG RESOURCES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wayne Rancourt BOISE CASCADE CO,Wayne Rancourt,BOISE CASCADE CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barry Wilson ZIX CORP,Barry Wilson,ZIX CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Susan Conner ZIX CORP,Susan Conner,ZIX CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael English ZIX CORP,Michael English,ZIX CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William Foshee SERVISFIRST BANCSHARES INC,William Foshee,SERVISFIRST BANCSHARES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan Johannessen LATTICE SEMICONDUCTOR CORP,Jan Johannessen,LATTICE SEMICONDUCTOR CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert OBrien LATTICE SEMICONDUCTOR CORP,Robert OBrien,LATTICE SEMICONDUCTOR CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Potter LATTICE SEMICONDUCTOR CORP,Michael Potter,LATTICE SEMICONDUCTOR CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joseph Bedewi LATTICE SEMICONDUCTOR CORP,Joseph Bedewi,LATTICE SEMICONDUCTOR CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William Hull RTI INTL METALS INC,William Hull,RTI INTL METALS INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael McAuley RTI INTL METALS INC,Michael McAuley,RTI INTL METALS INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steven Lumpkin APPLEBEES INTL INC,Steven Lumpkin,APPLEBEES INTL INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James White BBX CAPITAL CORP,James White,BBX CAPITAL CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valerie Toalson BBX CAPITAL CORP,Valerie Toalson,BBX CAPITAL CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alan Levan BBX CAPITAL CORP,Alan Levan,BBX CAPITAL CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Grelle BBX CAPITAL CORP,John Grelle,BBX CAPITAL CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jarett Levan BBX CAPITAL CORP,Jarett Levan,BBX CAPITAL CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Humberto Lpez BANKUNITED FINANCIAL CORP,Humberto Lpez,BANKUNITED FINANCIAL CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dean Hirata CENTRAL PACIFIC FINANCIAL CP,Dean Hirata,CENTRAL PACIFIC FINANCIAL CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lawrence Rodriguez CENTRAL PACIFIC FINANCIAL CP,Lawrence Rodriguez,CENTRAL PACIFIC FINANCIAL CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denis Isono CENTRAL PACIFIC FINANCIAL CP,Denis Isono,CENTRAL PACIFIC FINANCIAL CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Morimoto CENTRAL PACIFIC FINANCIAL CP,David Morimoto,CENTRAL PACIFIC FINANCIAL CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subramanian Krishnan DIGI INTERNATIONAL INC,Subramanian Krishnan,DIGI INTERNATIONAL INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brenda Mueller DIGI INTERNATIONAL INC,Brenda Mueller,DIGI INTERNATIONAL INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steven Snyder DIGI INTERNATIONAL INC,Steven Snyder,DIGI INTERNATIONAL INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Goergen DIGI INTERNATIONAL INC,Michael Goergen,DIGI INTERNATIONAL INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric Brown ELECTRONIC ARTS INC,Eric Brown,ELECTRONIC ARTS INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blake Jorgensen ELECTRONIC ARTS INC,Blake Jorgensen,ELECTRONIC ARTS INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick Hartman CENTER FINANCIAL CORP,Patrick Hartman,CENTER FINANCIAL CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lonny Robinson CENTER FINANCIAL CORP,Lonny Robinson,CENTER FINANCIAL CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Bumgarner CITY HOLDING CO,David Bumgarner,CITY HOLDING CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douglas Pauls COMMERCE BANCORP INC/NJ,Douglas Pauls,COMMERCE BANCORP INC/NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott Kingsley COMMUNITY BANK SYSTEM INC,Scott Kingsley,COMMUNITY BANK SYSTEM INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fernando CPA FIRST BANCORP P R,Fernando CPA,FIRST BANCORP P R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orlando CPA FIRST BANCORP P R,Orlando CPA,FIRST BANCORP P R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Strosahl GLACIER BANCORP INC,James Strosahl,GLACIER BANCORP INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ron Copher GLACIER BANCORP INC,Ron Copher,GLACIER BANCORP INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William Brunner FIRST INDIANA CORP,William Brunner,FIRST INDIANA CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick Lamb REAL INDUSTRY INC,Patrick Lamb,REAL INDUSTRY INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thea Stuedli REAL INDUSTRY INC,Thea Stuedli,REAL INDUSTRY INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Ross REAL INDUSTRY INC,Kyle Ross,REAL INDUSTRY INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denis Sheahan INDEPENDENT BANK CORP/MA,Denis Sheahan,INDEPENDENT BANK CORP/MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Cozzone INDEPENDENT BANK CORP/MA,Robert Cozzone,INDEPENDENT BANK CORP/MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Shuster INDEPENDENT BANK CORP/MI,Robert Shuster,INDEPENDENT BANK CORP/MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norberto CPA OFG BANCORP,Norberto CPA,OFG BANCORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ganesh Kumar OFG BANCORP,Ganesh Kumar,OFG BANCORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephen Boyle TD BANKNORTH INC,Stephen Boyle,TD BANKNORTH INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dennis Starliper PROVIDENT BANKSHARES CORP,Dennis Starliper,PROVIDENT BANKSHARES CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theodore Stalick MERCURY GENERAL CORP,Theodore Stalick,MERCURY GENERAL CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gary Rhoads NATIONAL PENN BANCSHARES INC,Gary Rhoads,NATIONAL PENN BANCSHARES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Reinhard NATIONAL PENN BANCSHARES INC,Michael Reinhard,NATIONAL PENN BANCSHARES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Hughes NATIONAL PENN BANCSHARES INC,Michael Hughes,NATIONAL PENN BANCSHARES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Malvasio NAVIGATORS GROUP INC,Paul Malvasio,NAVIGATORS GROUP INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis McDonnell NAVIGATORS GROUP INC,Francis McDonnell,NAVIGATORS GROUP INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ciro DeFalco NAVIGATORS GROUP INC,Ciro DeFalco,NAVIGATORS GROUP INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christopher Wolking OLD NATIONAL BANCORP,Christopher Wolking,OLD NATIONAL BANCORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Ryan OLD NATIONAL BANCORP,James Ryan,OLD NATIONAL BANCORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dale Thatcher SELECTIVE INS GROUP INC,Dale Thatcher,SELECTIVE INS GROUP INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Jenkins-Stark SVB FINANCIAL GROUP,John Jenkins-Stark,SVB FINANCIAL GROUP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Descheneaux SVB FINANCIAL GROUP,Michael Descheneaux,SVB FINANCIAL GROUP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark McCollom SANTANDER HOLDINGS USA INC,Mark McCollom,SANTANDER HOLDINGS USA INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juan Sabater SANTANDER HOLDINGS USA INC,Juan Sabater,SANTANDER HOLDINGS USA INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juan Alvarez SANTANDER HOLDINGS USA INC,Juan Alvarez,SANTANDER HOLDINGS USA INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gerald Plush SANTANDER HOLDINGS USA INC,Gerald Plush,SANTANDER HOLDINGS USA INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhukar Dayal SANTANDER HOLDINGS USA INC,Madhukar Dayal,SANTANDER HOLDINGS USA INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brent Beardall WASHINGTON FEDERAL INC,Brent Beardall,WASHINGTON FEDERAL INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diane Kelleher WASHINGTON FEDERAL INC,Diane Kelleher,WASHINGTON FEDERAL INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenn MacInnes WEBSTER FINANCIAL CORP,Glenn MacInnes,WEBSTER FINANCIAL CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim Taylor CORUS BANKSHARES INC,Tim Taylor,CORUS BANKSHARES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Dulberg CORUS BANKSHARES INC,Michael Dulberg,CORUS BANKSHARES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Hall FIRST FINL BANCORP INC/OH,J. Hall,FIRST FINL BANCORP INC/OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Stollings FIRST FINL BANCORP INC/OH,Anthony Stollings,FIRST FINL BANCORP INC/OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Gavigan FIRST FINL BANCORP INC/OH,John Gavigan,FIRST FINL BANCORP INC/OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Choate GENERAL MOTORS FINL CO INC,Chris Choate,GENERAL MOTORS FINL CO INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drew Hostetter SUSQUEHANNA BANCSHARES INC,Drew Hostetter,SUSQUEHANNA BANCSHARES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Harrington SUSQUEHANNA BANCSHARES INC,Michael Harrington,SUSQUEHANNA BANCSHARES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard Lechleiter KINDRED HEALTHCARE INC,Richard Lechleiter,KINDRED HEALTHCARE INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephen Farber KINDRED HEALTHCARE INC,Stephen Farber,KINDRED HEALTHCARE INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis Fetsko TOMPKINS FINANCIAL CORP,Francis Fetsko,TOMPKINS FINANCIAL CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Cushing TRUSTCO BANK CORP/NY,Robert Cushing,TRUSTCO BANK CORP/NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Ozimek TRUSTCO BANK CORP/NY,Michael Ozimek,TRUSTCO BANK CORP/NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steven Wilson UNITED BANKSHARES INC/WV,Steven Wilson,UNITED BANKSHARES INC/WV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W. Tatterson UNITED BANKSHARES INC/WV,W. Tatterson,UNITED BANKSHARES INC/WV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dianne Lyons UNITED FIRE GROUP INC,Dianne Lyons,UNITED FIRE GROUP INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dawn Jaffray UNITED FIRE GROUP INC,Dawn Jaffray,UNITED FIRE GROUP INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Boxer HEALTHMARKETS INC,Michael Boxer,HEALTHMARKETS INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steven Erwin HEALTHMARKETS INC,Steven Erwin,HEALTHMARKETS INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K. Mahmood HEALTHMARKETS INC,K. Mahmood,HEALTHMARKETS INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Derrick Duke HEALTHMARKETS INC,Derrick Duke,HEALTHMARKETS INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timothy Schools SOUTH FINANCIAL GROUP INC,Timothy Schools,SOUTH FINANCIAL GROUP INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Gordon SOUTH FINANCIAL GROUP INC,James Gordon,SOUTH FINANCIAL GROUP INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
